"RESOLVED_ENTITY_ID","RESOLVED_ENTITY_NAME","RELATED_ENTITY_ID","MATCH_LEVEL","MATCH_KEY","DATA_SOURCE","RECORD_ID","JSON_DATA","LENS_CODE"
"200005","REIC KIMMET","0","0","","TEST","550115983","{""ADDR_CITY"":""Malden"",""ADDR_LINE1"":""586 Allens ALY"",""ADDR_POSTAL_CODE"":""638603"",""CC_ACCOUNT_NUMBER"":""4394242564702502"",""DATE_OF_BIRTH"":""28/9/1991"",""DRIVERS_LICENSE_STATE"":""CA"",""GENDER"":""N/A"",""NAME_FIRST"":""REIC"",""NAME_LAST"":""KIMMET"",""PHONE_NUMBER"":""557-894-1310"",""SOCIAL_HANDLE"":""carnify6"",""SSN_NUMBER"":""704-35-7548"",""entityid"":""317088421"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""550115983""}","DEFAULT"
"200006","S PARIS","0","0","","TEST","278076890","{""ADDR_CITY"":""Smyrna"",""ADDR_LINE1"":""1040 Belmont CIR"",""ADDR_POSTAL_CODE"":""0080"",""ADDR_STATE"":""GA"",""CC_ACCOUNT_NUMBER"":""6474556912452625"",""DATE_OF_BIRTH"":""17/12/1950"",""DRIVERS_LICENSE_NUMBER"":""KG75801"",""DRIVERS_LICENSE_STATE"":""VW"",""GENDER"":""N/A"",""NAME_FIRST"":""S"",""NAME_LAST"":""PARIS"",""PASSPORT_NUMBER"":""C453F20"",""PHONE_NUMBER"":""241-0180"",""SSN_NUMBER"":""394-78-0009"",""entityid"":""242323669"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""278076890""}","DEFAULT"
"200007","JUYDY BLACK","0","0","","TEST","568091061","{""ADDR_CITY"":""Ashburn"",""ADDR_LINE1"":""20656 BNeezyhill DR"",""ADDR_POSTAL_CODE"":""20147"",""ADDR_STATE"":""VA"",""CC_ACCOUNT_NUMBER"":""6458352362354580"",""DATE_OF_BIRTH"":""30/1/1994"",""DRIVERS_LICENSE_NUMBER"":""502082299"",""DRIVERS_LICENSE_STATE"":""GA"",""GENDER"":""F"",""NAME_FIRST"":""JUYDY"",""NAME_LAST"":""BLACK"",""PHONE_NUMBER"":""703-561-0336"",""entityid"":""319452353"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""568091061""}","DEFAULT"
"200008","JEANNETTE MARTINOV","0","0","","TEST","72528575","{""ADDR_CITY"":""Saint Paul"",""ADDR_LINE1"":""702 11th ST"",""ADDR_POSTAL_CODE"":""55110"",""ADDR_STATE"":""MN"",""DATE_OF_BIRTH"":""10/2/1969"",""DRIVERS_LICENSE_NUMBER"":""C210213498"",""DRIVERS_LICENSE_STATE"":""KY"",""GENDER"":""N/A"",""NAME_FIRST"":""JEANNETTE"",""NAME_LAST"":""MARTINOV"",""PASSPORT_NUMBER"":""CGZOI70Y"",""PHONE_NUMBER"":""763-789-8279"",""SOCIAL_HANDLE"":""strainerb"",""entityid"":""72528575"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""72528575""}","DEFAULT"
"200009","JAME GROWDEN","0","0","","TEST","471489274","{""ADDR_CITY"":""Toledo"",""ADDR_LINE1"":""3116 Arlington AVE"",""ADDR_POSTAL_CODE"":""43624"",""ADDR_STATE"":""Ohio"",""DRIVERS_LICENSE_STATE"":""PR"",""GENDER"":""N/A"",""NAME_FIRST"":""JAME"",""NAME_LAST"":""GROWDEN"",""PHONE_NUMBER"":""419-531-2925"",""SOCIAL_HANDLE"":""ochroid6"",""entityid"":""304105043"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""471489274""}","DEFAULT"
"200010","ROBERT REAVIS","0","0","","TEST","12235553","{""ADDR_CITY"":""Dewitt"",""ADDR_LINE1"":""15776 Branches RD"",""ADDR_POSTAL_CODE"":""2380"",""ADDR_STATE"":""VA"",""CC_ACCOUNT_NUMBER"":""401363476346998"",""DATE_OF_BIRTH"":""2/5/1986"",""DRIVERS_LICENSE_NUMBER"":""5083727"",""DRIVERS_LICENSE_STATE"":""NT"",""GENDER"":""N/A"",""NAME_FIRST"":""ROBERT"",""NAME_LAST"":""REAVIS"",""PASSPORT_NUMBER"":""CTBHAO6"",""PHONE_NUMBER"":""708-4379"",""SSN_NUMBER"":""244-16-0458"",""entityid"":""12235553"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""12235553""}","DEFAULT"
"200011","HATTIE BERGER","0","0","","TEST","127156688","{""ADDR_LINE1"":""2578  RD"",""ADDR_POSTAL_CODE"":""30062"",""ADDR_STATE"":""GA"",""CC_ACCOUNT_NUMBER"":""6564825411070340"",""DATE_OF_BIRTH"":""12/11/1980"",""DRIVERS_LICENSE_NUMBER"":""577417806"",""DRIVERS_LICENSE_STATE"":""NC"",""GENDER"":""F"",""NAME_FIRST"":""HATTIE"",""NAME_LAST"":""BERGER"",""PASSPORT_NUMBER"":""CSAUIE3ZD"",""PHONE_NUMBER"":""404-425-0425"",""entityid"":""127156688"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""127156688""}","DEFAULT"
"200012","POSEY","0","0","","TEST","48401778","{""ADDR_CITY"":""Arna"",""ADDR_LINE1"":""326 Adelin ST"",""ADDR_POSTAL_CODE"":""53503"",""ADDR_STATE"":""WI"",""DATE_OF_BIRTH"":""2/8/1931"",""DRIVERS_LICENSE_NUMBER"":""6007831"",""GENDER"":""F"",""NAME_LAST"":""POSEY"",""PHONE_NUMBER"":""920-727-9275"",""SOCIAL_HANDLE"":""pawpawc"",""SSN_NUMBER"":""280-53-5684"",""entityid"":""48401778"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""48401778""}","DEFAULT"
"200013","MOLLY RYAN","0","0","","TEST","495605073","{""ADDR_CITY"":""Brentwood"",""ADDR_LINE1"":""620 Banbury PL"",""ADDR_POSTAL_CODE"":""37027"",""CC_ACCOUNT_NUMBER"":""5144718406103102781"",""DRIVERS_LICENSE_NUMBER"":""4386244136"",""DRIVERS_LICENSE_STATE"":""SC"",""GENDER"":""F"",""NAME_FIRST"":""MOLLY"",""NAME_LAST"":""RYAN"",""SOCIAL_HANDLE"":""anopsiap"",""SSN_NUMBER"":""610-98-7346"",""entityid"":""308622437"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""495605073""}","DEFAULT"
"200014","LISA YCLARKE","0","0","","TEST","404911114","{""ADDR_CITY"":""HZnnibal"",""ADDR_LINE1"":""14392 30th ST"",""ADDR_STATE"":""Missouri"",""CC_ACCOUNT_NUMBER"":""5018707715081600"",""DRIVERS_LICENSE_STATE"":""KY"",""GENDER"":""F"",""NAME_FIRST"":""LISA"",""NAME_LAST"":""YCLARKE"",""PASSPORT_NUMBER"":""CJ4FDFX8M"",""SSN_NUMBER"":""575-76-7550"",""entityid"":""288952596"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""404911114""}","DEFAULT"
"200015","DBEORAH HORNER","0","0","","TEST","580133009","{""ADDR_CITY"":""Oakdael"",""ADDR_LINE1"":""17214 K26Mile "",""ADDR_POSTAL_CODE"":""95361"",""ADDR_STATE"":""CA"",""DRIVERS_LICENSE_NUMBER"":""363721497"",""GENDER"":""N/A"",""NAME_FIRST"":""DBEORAH"",""NAME_LAST"":""HORNER"",""PHONE_NUMBER"":""909-641-1399"",""SOCIAL_HANDLE"":""blushersi"",""SSN_NUMBER"":""649-20-3191"",""entityid"":""320957597"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""580133009""}","DEFAULT"
"200016","YVONNE WELLSPEAK","0","0","","TEST","453259609","{""ADDR_CITY"":""Goleta"",""ADDR_LINE1"":""7192  RD"",""ADDR_POSTAL_CODE"":""93117"",""ADDR_STATE"":""CA"",""DATE_OF_BIRTH"":""22/12/1975"",""DRIVERS_LICENSE_NUMBER"":""650813535"",""GENDER"":""F"",""NAME_FIRST"":""YVONNE"",""NAME_LAST"":""WELLSPEAK"",""entityid"":""300459110"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""453259609""}","DEFAULT"
"200017","STEVE M","0","0","","TEST","30473718","{""ADDR_CITY"":""Minneapolis"",""ADDR_LINE1"":""710 37th ST"",""ADDR_POSTAL_CODE"":""55409"",""ADDR_STATE"":""MN"",""CC_ACCOUNT_NUMBER"":""376272992172521"",""DRIVERS_LICENSE_NUMBER"":""9375233"",""DRIVERS_LICENSE_STATE"":""SD"",""GENDER"":""M"",""NAME_FIRST"":""STEVE"",""NAME_LAST"":""M"",""PHONE_NUMBER"":""645-0375"",""SSN_NUMBER"":""110-77-0814"",""entityid"":""30473718"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""30473718""}","DEFAULT"
"200018","MILES HILLENBRAND","0","0","","TEST","374627608","{""ADDR_CITY"":""BradentOn"",""ADDR_LINE1"":""6594 12Ith ST"",""ADDR_POSTAL_CODE"":""34207"",""ADDR_STATE"":""FL"",""CC_ACCOUNT_NUMBER"":""52382370667453530"",""DRIVERS_LICENSE_STATE"":""GA"",""GENDER"":""M"",""NAME_FIRST"":""MILES"",""NAME_LAST"":""HILLENBRAND"",""PASSPORT_NUMBER"":""WQU1YN"",""PHONE_NUMBER"":""904-650-5280"",""SOCIAL_HANDLE"":""manhunt7"",""SSN_NUMBER"":""409-25-0789"",""entityid"":""280411446"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""374627608""}","DEFAULT"
"200019","WILLARD KEENE","0","0","","TEST","181439374","{""ADDR_CITY"":""Oxnadr"",""ADDR_LINE1"":""78 1st ST"",""ADDR_POSTAL_CODE"":""93030"",""ADDR_STATE"":""CA"",""CC_ACCOUNT_NUMBER"":""373787533888272"",""DATE_OF_BIRTH"":""12/12/1993"",""DRIVERS_LICENSE_NUMBER"":""233024"",""GENDER"":""M"",""NAME_FIRST"":""WILLARD"",""NAME_LAST"":""KEENE"",""PHONE_NUMBER"":""657-859-9499"",""entityid"":""181439374"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""181439374""}","DEFAULT"
"200020","LPUCY PAVLAT","0","0","","TEST","6226798","{""ADDR_CITY"":""Altus"",""ADDR_LINE1"":""437 6ht ST"",""ADDR_POSTAL_CODE"":""73521"",""ADDR_STATE"":""OK"",""DATE_OF_BIRTH"":""2/9/1955"",""DRIVERS_LICENSE_NUMBER"":""I7350571328700"",""GENDER"":""N/A"",""NAME_FIRST"":""LPUCY"",""NAME_LAST"":""PAVLAT"",""SOCIAL_HANDLE"":""shyers2"",""SSN_NUMBER"":""753-58-8945"",""entityid"":""6226798"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""6226798""}","DEFAULT"
"200021","JUDY EDER","0","0","","TEST","380815177","{""ADDR_CITY"":""Shreveport"",""ADDR_LINE1"":""696 65th ST"",""ADDR_POSTAL_CODE"":""71106"",""ADDR_STATE"":""LA"",""CC_ACCOUNT_NUMBER"":""5340446102224523"",""DRIVERS_LICENSE_NUMBER"":""V8515957092155"",""GENDER"":""F"",""NAME_FIRST"":""JUDY"",""NAME_LAST"":""EDER"",""PHONE_NUMBER"":""390-8464"",""SSN_NUMBER"":""168-17-1256"",""entityid"":""282473969"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""380815177""}","DEFAULT"
"200022","KELLY MCNEAL","0","0","","TEST","393045132","{""ADDR_CITY"":""South Grafton"",""ADDR_LINE1"":""108 FerrJy "",""ADDR_POSTAL_CODE"":""01560"",""ADDR_STATE"":""MA"",""CC_ACCOUNT_NUMBER"":""6011108634064447"",""DATE_OF_BIRTH"":""18/5/1990"",""DRIVERS_LICENSE_STATE"":""MI"",""GENDER"":""F"",""NAME_FIRST"":""KELLY"",""NAME_LAST"":""MCNEAL"",""PASSPORT_NUMBER"":""SQTOF4"",""SSN_NUMBER"":""477-84-7946"",""entityid"":""285986100"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""393045132""}","DEFAULT"
"200023","THOMAS MORSE","0","0","","TEST","290348835","{""ADDR_CITY"":""Brooklyn"",""ADDR_LINE1"":""6 Woods PL"",""ADDR_POSTAL_CODE"":""11226"",""ADDR_STATE"":""NY"",""CC_ACCOUNT_NUMBER"":""5413463646540754456"",""DATE_OF_BIRTH"":""3/5/1966"",""DRIVERS_LICENSE_NUMBER"":""48AZE16833"",""GENDER"":""N/A"",""NAME_FIRST"":""THOMAS"",""NAME_LAST"":""MORSE"",""PHONE_NUMBER"":""708-2522"",""entityid"":""248459641"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""290348835""}","DEFAULT"
"200024","SETH ANGEL","0","0","","TEST","531856394","{""ADDR_CITY"":""Quincy"",""ADDR_LINE1"":""10388 Bankers RD"",""ADDR_POSTAL_CODE"":""49082"",""ADDR_STATE"":""MI"",""CC_ACCOUNT_NUMBER"":""6466583390956000"",""DATE_OF_BIRTH"":""15/11/1986"",""DRIVERS_LICENSE_NUMBER"":""899778366632"",""GENDER"":""N/A"",""NAME_FIRST"":""SETH"",""NAME_LAST"":""ANGEL"",""PASSPORT_NUMBER"":""9EQGTWHP"",""SOCIAL_HANDLE"":""gyratorso"",""entityid"":""314479909"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""531856394""}","DEFAULT"
"200025","JUAN SOROA","0","0","","TEST","405245340","{""ADDR_CITY"":""sAhtabula"",""ADDR_LINE1"":""1242 23rd ST"",""ADDR_POSTAL_CODE"":""44004"",""ADDR_STATE"":""Ohio"",""CC_ACCOUNT_NUMBER"":""6482156143573014"",""DRIVERS_LICENSE_STATE"":""TN"",""GENDER"":""M"",""NAME_FIRST"":""JUAN"",""NAME_LAST"":""SOROA"",""PHONE_NUMBER"":""216-433-2634"",""SOCIAL_HANDLE"":""methanolr"",""SSN_NUMBER"":""568-56-2246"",""entityid"":""289036152"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""405245340""}","DEFAULT"
"200026","JEREMY HERNANDEZ","0","0","","TEST","538230701","{""ADDR_CITY"":""Clifton Park"",""ADDR_LINE1"":""1020 CliftonRCorporate PKY"",""ADDR_POSTAL_CODE"":""12065"",""ADDR_STATE"":""NY"",""CC_ACCOUNT_NUMBER"":""503881429870921984"",""DATE_OF_BIRTH"":""29/9/1944"",""DRIVERS_LICENSE_NUMBER"":""C02448"",""GENDER"":""N/A"",""NAME_FIRST"":""JEREMY"",""NAME_LAST"":""HERNANDEZ"",""SOCIAL_HANDLE"":""laically9"",""SSN_NUMBER"":""134-69-9101"",""entityid"":""315390524"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""538230701""}","DEFAULT"
"200027","JOHN BOURGOIS","0","0","","TEST","235848652","{""ADDR_CITY"":""MiLmi"",""ADDR_LINE1"":""1185  LN"",""ADDR_POSTAL_CODE"":""33186"",""ADDR_STATE"":""FL"",""DATE_OF_BIRTH"":""2/6/1965"",""DRIVERS_LICENSE_NUMBER"":""A751900571265"",""GENDER"":""M"",""NAME_FIRST"":""JOHN"",""NAME_LAST"":""BOURGOIS"",""PASSPORT_NUMBER"":""CNZNX5DWG0"",""PHONE_NUMBER"":""969-7158"",""SSN_NUMBER"":""868-76-7212"",""entityid"":""221209550"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""235848652""}","DEFAULT"
"200028","RICHARD MOSHER","0","0","","TEST","247883703","{""ADDR_CITY"":""aDnbury"",""ADDR_LINE1"":""4680 10th ST"",""ADDR_POSTAL_CODE"":""77539"",""ADDR_STATE"":""TX"",""DRIVERS_LICENSE_STATE"":""PA"",""GENDER"":""M"",""NAME_FIRST"":""RICHARD"",""NAME_LAST"":""MOSHER"",""PHONE_NUMBER"":""883-1708"",""SOCIAL_HANDLE"":""hantp"",""SSN_NUMBER"":""529-46-1642"",""entityid"":""227227075"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""247883703""}","DEFAULT"
"200029","DOLORES APRE","0","0","","TEST","151286459","{""ADDR_CITY"":""Plant City"",""ADDR_LINE1"":""6105 Barton "",""ADDR_POSTAL_CODE"":""33565"",""ADDR_STATE"":""FL"",""CC_ACCOUNT_NUMBER"":""5388218879467976"",""DATE_OF_BIRTH"":""29/6/1928"",""DRIVERS_LICENSE_NUMBER"":""836986244"",""GENDER"":""N/A"",""NAME_FIRST"":""DOLORES"",""NAME_LAST"":""APRE"",""SOCIAL_HANDLE"":""untruths2"",""SSN_NUMBER"":""320-92-2517"",""entityid"":""151286459"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""151286459""}","DEFAULT"
"200030","MERLE POWELL","0","0","","TEST","368766092","{""ADDR_CITY"":""Stockton"",""ADDR_LINE1"":""3476 Banyon DR"",""ADDR_POSTAL_CODE"":""95209"",""ADDR_STATE"":""CA"",""CC_ACCOUNT_NUMBER"":""41108570028197"",""DATE_OF_BIRTH"":""20/10/1934"",""DRIVERS_LICENSE_NUMBER"":""328394P6"",""DRIVERS_LICENSE_STATE"":""ME"",""GENDER"":""F"",""NAME_FIRST"":""MERLE"",""NAME_LAST"":""POWELL"",""SSN_NUMBER"":""063-33-0774"",""entityid"":""278457607"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""368766092""}","DEFAULT"
"200031","PRIL TURNER","0","0","","TEST","42481498","{""ADDR_LINE1"":""129 41st AVE"",""ADDR_POSTAL_CODE"":""98908"",""ADDR_STATE"":""WA"",""DRIVERS_LICENSE_NUMBER"":""31767807"",""GENDER"":""N/A"",""NAME_FIRST"":""PRIL"",""NAME_LAST"":""TURNER"",""SSN_NUMBER"":""579-06-5047"",""entityid"":""42481498"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""42481498""}","DEFAULT"
"200032","ROSE RYAN","0","0","","TEST","314314535","{""ADDR_CITY"":""Kokomo"",""ADDR_LINE1"":""5218 Apperson WAY"",""ADDR_POSTAL_CODE"":""64901"",""ADDR_STATE"":""IN"",""DRIVERS_LICENSE_STATE"":""NV"",""GENDER"":""F"",""NAME_FIRST"":""ROSE"",""NAME_LAST"":""RYAN"",""PASSPORT_NUMBER"":""KSXR2Z0HL"",""entityid"":""260307088"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""314314535""}","DEFAULT"
"200033","PARTRIDGE","0","0","","TEST","556191003","{""ADDR_CITY"":""Paris"",""ADDR_LINE1"":""52 10th "",""ADDR_POSTAL_CODE"":""72855"",""ADDR_STATE"":""AR"",""CC_ACCOUNT_NUMBER"":""502038848666042087"",""DRIVERS_LICENSE_STATE"":""MA"",""GENDER"":""F"",""NAME_LAST"":""PARTRIDGE"",""entityid"":""317956281"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""556191003""}","DEFAULT"
"200034","ESTHER R II","0","0","","TEST","266260562","{""ADDR_CITY"":""Cornelia"",""ADDR_LINE1"":""23291 BCGrant "",""ADDR_POSTAL_CODE"":""30531"",""ADDR_STATE"":""GA"",""DATE_OF_BIRTH"":""10/11/1986"",""DRIVERS_LICENSE_STATE"":""NC"",""GENDER"":""F"",""NAME_FIRST"":""ESTHER"",""NAME_LAST"":""R"",""NAME_SUFFIX"":""II"",""PHONE_NUMBER"":""478-837-6728"",""SOCIAL_HANDLE"":""potations"",""SSN_NUMBER"":""424-15-7956"",""entityid"":""236415505"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""266260562""}","DEFAULT"
"200035","PHYLLIS OENNETT","0","0","","TEST","308353012","{""ADDR_CITY"":""Cameron"",""ADDR_LINE1"":""9054 292nd ST"",""ADDR_POSTAL_CODE"":""64429"",""ADDR_STATE"":""MO"",""CC_ACCOUNT_NUMBER"":""343546371950702"",""DRIVERS_LICENSE_STATE"":""SC"",""GENDER"":""F"",""NAME_FIRST"":""PHYLLIS"",""NAME_LAST"":""OENNETT"",""PASSPORT_NUMBER"":""1ALWLHM"",""PHONE_NUMBER"":""975-609-9670"",""SOCIAL_HANDLE"":""hearkent"",""SSN_NUMBER"":""839-35-4853"",""entityid"":""257461730"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""308353012""}","DEFAULT"
"200036","JANE SCOTT","0","0","","TEST","604479743","{""ADDR_CITY"":""Chicago"",""ADDR_LINE1"":""1407 103rd PL"",""ADDR_POSTAL_CODE"":""60643"",""ADDR_STATE"":""Illinois"",""DRIVERS_LICENSE_NUMBER"":""29007569"",""DRIVERS_LICENSE_STATE"":""EM"",""GENDER"":""F"",""NAME_FIRST"":""JANE"",""NAME_LAST"":""SCOTT"",""PHONE_NUMBER"":""217-513-6627"",""entityid"":""323734723"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""604479743""}","DEFAULT"
"200037","ANDREW AUSTIN","0","0","","TEST","175427965","{""ADDR_CITY"":""Westerly"",""ADDR_LINE1"":""35 Falco CIR"",""ADDR_STATE"":""CT"",""DRIVERS_LICENSE_STATE"":""VA"",""GENDER"":""M"",""NAME_FIRST"":""ANDREW"",""NAME_LAST"":""AUSTIN"",""PASSPORT_NUMBER"":""C3WPDZWJ"",""PHONE_NUMBER"":""475-255-3124"",""SSN_NUMBER"":""447-58-9122"",""entityid"":""175427965"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""175427965""}","DEFAULT"
"200038","HARRIS","0","0","","TEST","48498508","{""ADDR_CITY"":""New York"",""ADDR_LINE1"":""98 WiTliam ST"",""ADDR_POSTAL_CODE"":""10038"",""ADDR_STATE"":""NY"",""CC_ACCOUNT_NUMBER"":""50186530807596482"",""DATE_OF_BIRTH"":""23/11/1991"",""DRIVERS_LICENSE_NUMBER"":""8847656"",""DRIVERS_LICENSE_STATE"":""AG"",""GENDER"":""M"",""NAME_LAST"":""HARRIS"",""PHONE_NUMBER"":""347-548-4246"",""SOCIAL_HANDLE"":""hookahsd"",""SSN_NUMBER"":""664-49-0398"",""entityid"":""48498508"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""48498508""}","DEFAULT"
"200039","ADAM OLIVER Sr","0","0","","TEST","429123601","{""ADDR_CITY"":""Brunswick"",""ADDR_LINE1"":""74 CedarPoint RD"",""ADDR_POSTAL_CODE"":""31525"",""CC_ACCOUNT_NUMBER"":""6453192508463464"",""DRIVERS_LICENSE_NUMBER"":""DH47397"",""DRIVERS_LICENSE_STATE"":""ZA"",""GENDER"":""N/A"",""NAME_FIRST"":""ADAM"",""NAME_LAST"":""OLIVER"",""NAME_SUFFIX"":""Sr."",""PHONE_NUMBER"":""783-7712"",""entityid"":""295005717"",""srccode"":""MDMPER"",""DATA_SOURCE"":""TEST"",""ENTITY_TYPE"":""TEST"",""DSRC_ACTION"":""A"",""LENS_CODE"":""DEFAULT"",""RECORD_ID"":""429123601""}","DEFAULT"
